Ship_id,Prod_id,Ord_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Customer_Name,City,State,Country,Customer_Segment,Order_ID_x,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Order_ID_y,Ship_Mode,Ship_Date
SHP_1415,Prod_4,Ord_1024,Cust_373,3683.73,0.09,35,708.76,8.99,0.59,SHAUN WEIEN,Cochin,Kerala,India,HOME OFFICE,55462,03/27/2012,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,55462,REGULAR AIR,03/28/2012
SHP_1416,Prod_9,Ord_1025,Cust_376,364.8,0.01,42,149.45,1.39,0.38,BRAD NORVELL,Cochin,Kerala,India,CORPORATE,55749,05/03/2012,CRITICAL,OFFICE SUPPLIES,ENVELOPES,55749,REGULAR AIR,05/04/2012
SHP_1417,Prod_17,Ord_1026,Cust_363,15602.93,0,48,4875.89,26.53,0.56,BART WATTERS,Cochin,Kerala,India,CORPORATE,55873,11/19/2011,LOW,TECHNOLOGY,OFFICE MACHINES,55873,DELIVERY TRUCK,11/26/2011
SHP_1418,Prod_10,Ord_1027,Cust_366,1118.82,0.04,8,-320.3,36.09,0.77,THEONE PIPPENGER,Cochin,Kerala,India,CORPORATE,56135,11/13/2010,MEDIUM,FURNITURE,BOOKCASES,56135,DELIVERY TRUCK,11/15/2010
SHP_1419,Prod_7,Ord_1027,Cust_366,79.75,0.1,48,-41.32,1.56,0.49,THEONE PIPPENGER,Cochin,Kerala,India,CORPORATE,56135,11/13/2010,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,56135,REGULAR AIR,11/14/2010
SHP_142,Prod_16,Ord_104,Cust_62,4.99,0.04,1,-3.06,1.32,0.83,CARLOS SOLTERO,Mumbai,Maharashtra,India,SMALL BUSINESS,16545,05/09/2010,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",16545,REGULAR AIR,05/11/2010
SHP_142,Prod_13,Ord_104,Cust_62,50.97,0.09,10,4.45,0.73,0.56,CARLOS SOLTERO,Mumbai,Maharashtra,India,SMALL BUSINESS,16545,05/09/2010,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,16545,REGULAR AIR,05/11/2010
SHP_1420,Prod_11,Ord_1028,Cust_384,10006.28,0.1,36,-760.98,61.76,0.78,ART FERGUSON,Cochin,Kerala,India,CORPORATE,56708,12/02/2012,NOT SPECIFIED,FURNITURE,TABLES,56708,DELIVERY TRUCK,12/02/2012
SHP_1421,Prod_9,Ord_1028,Cust_384,407.17,0.04,36,-12.82,6.97,0.35,ART FERGUSON,Cochin,Kerala,India,CORPORATE,56708,12/02/2012,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,56708,REGULAR AIR,12/05/2012
SHP_1422,Prod_2,Ord_1029,Cust_389,199.93,0.1,14,-105.33,13.32,0.43,DENNIS BOLTON,Cochin,Kerala,India,SMALL BUSINESS,57986,10/29/2010,HIGH,OFFICE SUPPLIES,APPLIANCES,57986,REGULAR AIR,10/29/2010
SHP_1423,Prod_1,Ord_1030,Cust_374,834.81,0.03,22,1.98,12.9,0.57,MARY O'ROURKE,Cochin,Kerala,India,HOME OFFICE,58310,02/23/2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,58310,REGULAR AIR,02/24/2009
SHP_1424,Prod_9,Ord_1031,Cust_390,335.35,0.05,39,-134.97,8.29,0.38,JOEL JENKINS,Cochin,Kerala,India,CORPORATE,58725,05/20/2010,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,58725,REGULAR AIR,05/21/2010
SHP_1424,Prod_6,Ord_1031,Cust_448,148.31,0.03,20,37.33,2.17,0.38,JOEL JENKINS,Mysore,Karnataka,India,CORPORATE,58725,05/20/2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,58725,REGULAR AIR,05/21/2010
SHP_1425,Prod_2,Ord_1032,Cust_391,1925.83,0.09,10,359.83,0.99,0.55,MEG O'CONNEL,Cochin,Kerala,India,CORPORATE,902,07/26/2009,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,902,REGULAR AIR,07/29/2009
SHP_1426,Prod_2,Ord_1033,Cust_392,605.1,0.04,15,92.81,5.33,0.57,HALLIE REDMOND,Cochin,Kerala,India,HOME OFFICE,2147,09/05/2012,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,2147,EXPRESS AIR,09/07/2012
SHP_1427,Prod_3,Ord_1034,Cust_393,113.5,0.05,15,-46.35,6.28,0.4,LIZ THOMPSON,Cochin,Kerala,India,CORPORATE,2306,07/25/2011,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,2306,REGULAR AIR,07/27/2011
SHP_1428,Prod_8,Ord_1035,Cust_394,357.43,0.08,17,-135.98,6.5,0.78,ROBERT WALDORF,Cochin,Kerala,India,HOME OFFICE,2823,09/08/2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,2823,REGULAR AIR,09/09/2011
SHP_1429,Prod_1,Ord_1035,Cust_394,4754.08,0,21,299.88,28.66,0.72,ROBERT WALDORF,Cochin,Kerala,India,HOME OFFICE,2823,09/08/2011,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,2823,DELIVERY TRUCK,09/09/2011
SHP_143,Prod_15,Ord_105,Cust_74,10554.63,0.09,30,1240.25,58.92,0.64,NICOLE HANSEN,Mumbai,Maharashtra,India,CORPORATE,16547,02/18/2009,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,16547,DELIVERY TRUCK,02/20/2009
SHP_1430,Prod_17,Ord_1036,Cust_395,1601.32,0.04,13,377.81,14,0.36,HELEN ANDREADA,Cochin,Kerala,India,CORPORATE,3110,12/16/2009,HIGH,TECHNOLOGY,OFFICE MACHINES,3110,DELIVERY TRUCK,12/18/2009
SHP_1431,Prod_6,Ord_1037,Cust_396,264.75,0.08,43,-212.51,8.4,0.37,JULIA DUNBAR,Cochin,Kerala,India,CONSUMER,3463,08/17/2010,CRITICAL,OFFICE SUPPLIES,PAPER,3463,REGULAR AIR,08/18/2010
SHP_1432,Prod_5,Ord_1038,Cust_397,3367.24,0.07,44,-1183.69,48.2,0.74,CHRISTINE SUNDARESAM,Cochin,Kerala,India,SMALL BUSINESS,4034,11/13/2010,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,4034,REGULAR AIR,11/14/2010
SHP_1433,Prod_11,Ord_1038,Cust_397,5723.24,0,37,-194.97,51.92,0.69,CHRISTINE SUNDARESAM,Cochin,Kerala,India,SMALL BUSINESS,4034,11/13/2010,NOT SPECIFIED,FURNITURE,TABLES,4034,DELIVERY TRUCK,11/14/2010
SHP_1434,Prod_6,Ord_1039,Cust_398,188.07,0,27,-101.85,7.86,0.37,BRUCE STEWART,Cochin,Kerala,India,CORPORATE,4037,03/23/2010,HIGH,OFFICE SUPPLIES,PAPER,4037,REGULAR AIR,03/24/2010
SHP_1435,Prod_3,Ord_1040,Cust_396,1281.28,0.05,43,415.85,6.27,0.37,JULIA DUNBAR,Cochin,Kerala,India,CONSUMER,5538,12/24/2010,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,5538,REGULAR AIR,12/26/2010
SHP_1436,Prod_11,Ord_1040,Cust_396,1940.31,0.03,13,-668.19,80.2,0.71,JULIA DUNBAR,Cochin,Kerala,India,CONSUMER,5538,12/24/2010,CRITICAL,FURNITURE,TABLES,5538,DELIVERY TRUCK,12/25/2010
SHP_1437,Prod_4,Ord_1040,Cust_396,430.848,0.06,4,-492.77,5.63,0.6,JULIA DUNBAR,Cochin,Kerala,India,CONSUMER,5538,12/24/2010,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,5538,REGULAR AIR,12/27/2010
SHP_1438,Prod_5,Ord_1041,Cust_399,933.21,0.05,40,207.18,7.58,0.51,GUY THORNTON,Cochin,Kerala,India,CORPORATE,5863,11/21/2010,MEDIUM,FURNITURE,OFFICE FURNISHINGS,5863,REGULAR AIR,11/22/2010
SHP_1439,Prod_10,Ord_1042,Cust_395,748.25,0.05,10,-86.99,26.74,0.6,HELEN ANDREADA,Cochin,Kerala,India,CORPORATE,7175,02/07/2010,CRITICAL,FURNITURE,BOOKCASES,7175,DELIVERY TRUCK,02/09/2010
SHP_144,Prod_11,Ord_105,Cust_74,1749.64,0.04,8,-533.23,69.64,0.77,NICOLE HANSEN,Mumbai,Maharashtra,India,CORPORATE,16547,02/18/2009,NOT SPECIFIED,FURNITURE,TABLES,16547,DELIVERY TRUCK,02/18/2009
SHP_1440,Prod_9,Ord_1043,Cust_400,260.39,0.09,15,-48.57,12.39,0.35,MARY ZEWE,Cochin,Kerala,India,CORPORATE,7364,05/08/2009,HIGH,OFFICE SUPPLIES,ENVELOPES,7364,REGULAR AIR,05/10/2009
SHP_1441,Prod_10,Ord_1044,Cust_391,3904.12,0.07,50,-1508.46,55.81,0.6,MEG O'CONNEL,Cochin,Kerala,India,CORPORATE,7878,05/01/2011,CRITICAL,FURNITURE,BOOKCASES,7878,DELIVERY TRUCK,05/06/2011
SHP_1442,Prod_5,Ord_1044,Cust_391,343.64,0.06,41,13.29,3.44,0.49,MEG O'CONNEL,Cochin,Kerala,India,CORPORATE,7878,05/01/2011,CRITICAL,FURNITURE,OFFICE FURNISHINGS,7878,REGULAR AIR,05/03/2011
SHP_1443,Prod_7,Ord_1045,Cust_391,256.64,0.03,42,-28.29,3.37,0.54,MEG O'CONNEL,Cochin,Kerala,India,CORPORATE,7878,05/01/2011,LOW,OFFICE SUPPLIES,RUBBER BANDS,7878,REGULAR AIR,05/08/2011
SHP_1444,Prod_3,Ord_1046,Cust_391,185.64,0.1,25,-69.87,6.28,0.4,MEG O'CONNEL,Cochin,Kerala,India,CORPORATE,8551,07/29/2009,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,8551,REGULAR AIR,08/01/2009
SHP_1445,Prod_6,Ord_1046,Cust_391,225.98,0.01,34,-135.74,7.86,0.37,MEG O'CONNEL,Cochin,Kerala,India,CORPORATE,8551,07/29/2009,CRITICAL,OFFICE SUPPLIES,PAPER,8551,REGULAR AIR,07/31/2009
SHP_1446,Prod_5,Ord_1047,Cust_401,16.73,0.08,1,-6.96,4.98,0.48,KEN LONSDALE,Cochin,Kerala,India,CONSUMER,8834,11/08/2010,HIGH,FURNITURE,OFFICE FURNISHINGS,8834,REGULAR AIR,11/09/2010
SHP_1446,Prod_17,Ord_1047,Cust_1145,6688.11,0.08,45,2872.88,13.99,0.38,KEN LONSDALE,Hyderabad,Telangana,India,CONSUMER,8834,11/08/2010,HIGH,TECHNOLOGY,OFFICE MACHINES,8834,REGULAR AIR,11/09/2010
SHP_1447,Prod_3,Ord_1048,Cust_401,518.8,0.1,17,54.63,11.63,0.37,KEN LONSDALE,Cochin,Kerala,India,CONSUMER,9155,08/30/2012,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,9155,REGULAR AIR,08/31/2012
SHP_1448,Prod_3,Ord_1049,Cust_397,42.67,0.06,10,-12.72,2.99,0.37,CHRISTINE SUNDARESAM,Cochin,Kerala,India,SMALL BUSINESS,9668,09/06/2009,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,9668,REGULAR AIR,09/08/2009
SHP_1449,Prod_5,Ord_1050,Cust_402,690.88,0.08,32,119.25,7.58,0.51,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,10242,12/12/2010,MEDIUM,FURNITURE,OFFICE FURNISHINGS,10242,REGULAR AIR,12/13/2010
SHP_145,Prod_13,Ord_106,Cust_67,18.37,0.01,6,-4.06,1.2,0.58,BETH THOMPSON,Mumbai,Maharashtra,India,CORPORATE,16706,06/27/2012,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,16706,REGULAR AIR,06/28/2012
SHP_145,Prod_5,Ord_106,Cust_67,1943.72,0.03,47,-1003.58,34.2,0.73,BETH THOMPSON,Mumbai,Maharashtra,India,CORPORATE,16706,06/27/2012,HIGH,FURNITURE,OFFICE FURNISHINGS,16706,REGULAR AIR,06/28/2012
SHP_1450,Prod_8,Ord_1051,Cust_401,824.24,0.1,32,-127.23,5.89,0.75,KEN LONSDALE,Cochin,Kerala,India,CONSUMER,12292,06/02/2012,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,12292,REGULAR AIR,06/02/2012
SHP_1451,Prod_3,Ord_1052,Cust_398,438.47,0.02,14,157.89,2.99,0.35,BRUCE STEWART,Cochin,Kerala,India,CORPORATE,14503,02/05/2011,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,14503,EXPRESS AIR,02/06/2011
SHP_1452,Prod_8,Ord_1053,Cust_402,230.72,0.08,11,-68.76,5.99,0.65,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,15109,12/14/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,15109,REGULAR AIR,12/17/2010
SHP_1453,Prod_1,Ord_1053,Cust_402,142.15,0.09,10,-58.18,9.37,0.56,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,15109,12/14/2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,15109,REGULAR AIR,12/16/2010
SHP_1453,Prod_6,Ord_1053,Cust_402,293.47,0.06,45,-205.38,8.4,0.37,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,15109,12/14/2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,15109,REGULAR AIR,12/16/2010
SHP_1453,Prod_13,Ord_1053,Cust_402,88.7,0.06,33,-89.13,4.28,0.44,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,15109,12/14/2010,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,15109,REGULAR AIR,12/16/2010
SHP_1454,Prod_16,Ord_1053,Cust_402,262.78,0.04,23,19.36,3.37,0.57,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,15109,12/14/2010,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",15109,REGULAR AIR,12/15/2010
SHP_1455,Prod_3,Ord_1054,Cust_391,330.22,0.07,21,-51.72,10.91,0.36,MEG O'CONNEL,Cochin,Kerala,India,CORPORATE,15142,04/04/2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,15142,REGULAR AIR,04/06/2012
SHP_1456,Prod_3,Ord_1055,Cust_402,321.71,0.1,6,-2.73,16.11,0.39,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,15332,05/30/2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,15332,REGULAR AIR,06/01/2010
SHP_1457,Prod_2,Ord_1056,Cust_395,5198.12,0.01,48,1481.67,15.66,0.57,HELEN ANDREADA,Cochin,Kerala,India,CORPORATE,15872,10/30/2012,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,15872,DELIVERY TRUCK,10/30/2012
SHP_1458,Prod_6,Ord_1056,Cust_395,188.53,0,23,-27.49,5.96,0.38,HELEN ANDREADA,Cochin,Kerala,India,CORPORATE,15872,10/30/2012,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,15872,REGULAR AIR,11/01/2012
SHP_1459,Prod_6,Ord_1056,Cust_395,718.41,0.1,19,23.94,17.48,0.36,HELEN ANDREADA,Cochin,Kerala,India,CORPORATE,15872,10/30/2012,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,15872,REGULAR AIR,10/31/2012
SHP_146,Prod_4,Ord_106,Cust_67,6175.777,0.07,49,1881.58,3.9,0.55,BETH THOMPSON,Mumbai,Maharashtra,India,CORPORATE,16706,06/27/2012,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,16706,EXPRESS AIR,06/29/2012
SHP_1460,Prod_5,Ord_1057,Cust_403,436.98,0.07,35,75.61,4.98,0.48,BRIAN THOMPSON,Cochin,Kerala,India,HOME OFFICE,16032,12/05/2009,LOW,FURNITURE,OFFICE FURNISHINGS,16032,REGULAR AIR,12/12/2009
SHP_1461,Prod_8,Ord_1058,Cust_404,136.68,0.01,4,-125.16,4,0.75,HALLIE REDMOND,Cochin,Kerala,India,SMALL BUSINESS,16165,07/22/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,16165,EXPRESS AIR,07/24/2010
SHP_1462,Prod_5,Ord_1058,Cust_404,1452.48,0.07,24,376.52,10.84,0.63,HALLIE REDMOND,Cochin,Kerala,India,SMALL BUSINESS,16165,07/22/2010,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,16165,EXPRESS AIR,07/23/2010
SHP_1463,Prod_1,Ord_1058,Cust_404,3555.29,0.09,19,183.28,19.99,0.71,HALLIE REDMOND,Cochin,Kerala,India,SMALL BUSINESS,16165,07/22/2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,16165,EXPRESS AIR,07/22/2010
SHP_1464,Prod_7,Ord_1059,Cust_393,71.12,0.1,38,-21.89,0.7,0.83,LIZ THOMPSON,Cochin,Kerala,India,CORPORATE,17632,02/21/2010,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,17632,REGULAR AIR,02/22/2010
SHP_1465,Prod_5,Ord_1060,Cust_405,691.09,0.08,9,364.03,19.99,0.43,JASON GROSS,Cochin,Kerala,India,SMALL BUSINESS,19492,12/12/2010,HIGH,FURNITURE,OFFICE FURNISHINGS,19492,REGULAR AIR,12/14/2010
SHP_1466,Prod_13,Ord_1060,Cust_405,713.7,0.02,33,176.09,2.87,0.55,JASON GROSS,Cochin,Kerala,India,SMALL BUSINESS,19492,12/12/2010,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,19492,REGULAR AIR,12/13/2010
SHP_1467,Prod_8,Ord_1061,Cust_397,333.3,0.03,15,71.04,1.99,0.43,CHRISTINE SUNDARESAM,Cochin,Kerala,India,SMALL BUSINESS,20102,06/05/2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,20102,REGULAR AIR,06/06/2011
SHP_1468,Prod_3,Ord_1062,Cust_397,85.77,0.03,27,-102.02,5.44,0.36,CHRISTINE SUNDARESAM,Cochin,Kerala,India,SMALL BUSINESS,21863,11/21/2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21863,REGULAR AIR,11/22/2010
SHP_1468,Prod_3,Ord_1062,Cust_397,149.31,0,13,7.77,5.14,0.36,CHRISTINE SUNDARESAM,Cochin,Kerala,India,SMALL BUSINESS,21863,11/21/2010,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,21863,REGULAR AIR,11/22/2010
SHP_1469,Prod_6,Ord_1063,Cust_406,54.3,0.1,6,1.27,2.03,0.37,KATRINA BAVINGER,Cochin,Kerala,India,CONSUMER,21894,12/18/2011,CRITICAL,OFFICE SUPPLIES,PAPER,21894,REGULAR AIR,12/20/2011
SHP_147,Prod_6,Ord_107,Cust_75,157.97,0.01,6,-42.38,16.87,0.39,NICOLE HANSEN,Mumbai,Maharashtra,India,SMALL BUSINESS,16741,09/30/2010,MEDIUM,OFFICE SUPPLIES,PAPER,16741,REGULAR AIR,10/01/2010
SHP_1470,Prod_17,Ord_1064,Cust_404,1409.86,0.07,1,-3461.12,29.7,0.57,HALLIE REDMOND,Cochin,Kerala,India,SMALL BUSINESS,22022,04/03/2010,CRITICAL,TECHNOLOGY,OFFICE MACHINES,22022,DELIVERY TRUCK,04/04/2010
SHP_1471,Prod_15,Ord_1065,Cust_407,9843.11,0.07,35,-384.6,57,0.78,MARIA BERTELSON,Cochin,Kerala,India,CORPORATE,22663,01/11/2012,LOW,FURNITURE,CHAIRS & CHAIRMATS,22663,DELIVERY TRUCK,01/11/2012
SHP_1472,Prod_17,Ord_1065,Cust_407,7190.06,0.08,15,1908.45,28.14,0.38,MARIA BERTELSON,Cochin,Kerala,India,CORPORATE,22663,01/11/2012,LOW,TECHNOLOGY,OFFICE MACHINES,22663,DELIVERY TRUCK,01/16/2012
SHP_1473,Prod_4,Ord_1066,Cust_406,3701.5205,0.05,38,894.06,5.92,0.58,KATRINA BAVINGER,Cochin,Kerala,India,CONSUMER,23713,11/28/2012,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,23713,REGULAR AIR,12/01/2012
SHP_1474,Prod_1,Ord_1067,Cust_397,7333.45,0.07,27,-207.28,35,0.8,CHRISTINE SUNDARESAM,Cochin,Kerala,India,SMALL BUSINESS,24358,05/16/2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,24358,REGULAR AIR,05/16/2009
SHP_1475,Prod_8,Ord_1068,Cust_398,4256.51,0.03,41,1653.96,7.18,0.46,BRUCE STEWART,Cochin,Kerala,India,CORPORATE,24386,06/26/2012,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,24386,REGULAR AIR,06/28/2012
SHP_1475,Prod_8,Ord_1068,Cust_398,503.08,0.01,12,-102.74,6.5,0.74,BRUCE STEWART,Cochin,Kerala,India,CORPORATE,24386,06/26/2012,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,24386,REGULAR AIR,06/28/2012
SHP_1476,Prod_12,Ord_1068,Cust_398,76.94,0,15,29.67,0.99,0.39,BRUCE STEWART,Cochin,Kerala,India,CORPORATE,24386,06/26/2012,HIGH,OFFICE SUPPLIES,LABELS,24386,EXPRESS AIR,06/27/2012
SHP_1477,Prod_13,Ord_1069,Cust_402,252.99,0.08,37,28.76,2.35,0.47,MARIA BERTELSON,Cochin,Kerala,India,HOME OFFICE,24899,08/20/2011,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,24899,REGULAR AIR,08/22/2011
SHP_1478,Prod_17,Ord_1070,Cust_400,17304.85,0.05,36,7434.48,28.14,0.38,MARY ZEWE,Cochin,Kerala,India,CORPORATE,25473,10/14/2012,HIGH,TECHNOLOGY,OFFICE MACHINES,25473,DELIVERY TRUCK,10/16/2012
SHP_1479,Prod_6,Ord_1070,Cust_400,794.32,0.08,20,67.61,17.48,0.36,MARY ZEWE,Cochin,Kerala,India,CORPORATE,25473,10/14/2012,HIGH,OFFICE SUPPLIES,PAPER,25473,REGULAR AIR,10/17/2012
SHP_148,Prod_6,Ord_108,Cust_76,144.84,0.09,25,-120.99,8.09,0.36,CARLOS SOLTERO,Mumbai,Maharashtra,India,CONSUMER,16932,04/15/2010,CRITICAL,OFFICE SUPPLIES,PAPER,16932,REGULAR AIR,04/16/2010
SHP_1480,Prod_6,Ord_1071,Cust_408,115.45,0.07,12,23.53,2.06,0.39,IVAN GIBSON,Cochin,Kerala,India,CORPORATE,25638,08/06/2009,HIGH,OFFICE SUPPLIES,PAPER,25638,REGULAR AIR,08/07/2009
SHP_1480,Prod_8,Ord_1071,Cust_408,163.89,0.02,31,-108.55,4.93,0.66,IVAN GIBSON,Cochin,Kerala,India,CORPORATE,25638,08/06/2009,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,25638,REGULAR AIR,08/07/2009
SHP_1481,Prod_8,Ord_1072,Cust_401,154.94,0.09,2,-358.43,4,0.76,KEN LONSDALE,Cochin,Kerala,India,CONSUMER,26016,10/07/2009,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,26016,REGULAR AIR,10/09/2009
SHP_1482,Prod_4,Ord_1072,Cust_401,1642.642,0.08,44,314.84,4.99,0.56,KEN LONSDALE,Cochin,Kerala,India,CONSUMER,26016,10/07/2009,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,26016,EXPRESS AIR,10/09/2009
SHP_1483,Prod_15,Ord_157,Cust_409,770.76,0.08,4,-192.51,23.76,0.58,DOUG BICKFORD,Mysore,Karnataka,India,CORPORATE,26182,01/16/2010,NOT SPECIFIED,FURNITURE,CHAIRS & CHAIRMATS,26182,DELIVERY TRUCK,01/16/2010
SHP_1484,Prod_3,Ord_1073,Cust_410,270.43,0.07,37,-83.16,6.16,0.35,LIZ THOMPSON,Mysore,Karnataka,India,CORPORATE,26691,08/03/2012,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,26691,REGULAR AIR,08/04/2012
SHP_1485,Prod_2,Ord_1074,Cust_411,1339.25,0.03,24,142.51,13.22,0.56,MARIA BERTELSON,Mysore,Karnataka,India,HOME OFFICE,27015,12/31/2011,LOW,OFFICE SUPPLIES,APPLIANCES,27015,REGULAR AIR,12/31/2011
SHP_1486,Prod_10,Ord_1075,Cust_411,1209.37,0.09,8,-407.85,66.27,0.65,MARIA BERTELSON,Mysore,Karnataka,India,HOME OFFICE,27840,07/03/2009,HIGH,FURNITURE,BOOKCASES,27840,DELIVERY TRUCK,07/04/2009
SHP_1487,Prod_3,Ord_1076,Cust_412,404.24,0.02,23,-76.99,13.18,0.37,GUY THORNTON,Mysore,Karnataka,India,CORPORATE,28130,07/30/2009,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,28130,EXPRESS AIR,08/03/2009
SHP_1488,Prod_5,Ord_1076,Cust_412,1381.88,0.09,32,598.2,6.77,0.44,GUY THORNTON,Mysore,Karnataka,India,CORPORATE,28130,07/30/2009,LOW,FURNITURE,OFFICE FURNISHINGS,28130,EXPRESS AIR,07/30/2009
SHP_1489,Prod_8,Ord_1077,Cust_411,1307.35,0.05,43,-154.24,8.65,0.74,MARIA BERTELSON,Mysore,Karnataka,India,HOME OFFICE,28290,01/10/2009,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,28290,EXPRESS AIR,01/14/2009
SHP_149,Prod_13,Ord_108,Cust_76,127.16,0.09,20,12.88,1.56,0.52,CARLOS SOLTERO,Mumbai,Maharashtra,India,CONSUMER,16932,04/15/2010,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,16932,REGULAR AIR,04/15/2010
SHP_1490,Prod_1,Ord_1077,Cust_411,523.58,0.01,3,-179.36,19.99,0.66,MARIA BERTELSON,Mysore,Karnataka,India,HOME OFFICE,28290,01/10/2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,28290,EXPRESS AIR,01/12/2009
SHP_1491,Prod_3,Ord_1078,Cust_413,257.97,0.03,19,33.18,4.98,0.4,BRUCE STEWART,Mysore,Karnataka,India,CORPORATE,29927,11/07/2012,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,29927,REGULAR AIR,11/08/2012
SHP_1492,Prod_3,Ord_1079,Cust_414,619.77,0.02,42,50.24,7.17,0.38,BRIAN THOMPSON,Mysore,Karnataka,India,HOME OFFICE,29953,02/07/2011,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,29953,REGULAR AIR,02/10/2011
SHP_1493,Prod_2,Ord_1080,Cust_415,7512.03,0.09,21,2017.64,19.99,0.57,JOSEPH AIRDO,Mysore,Karnataka,India,CORPORATE,31238,08/22/2010,MEDIUM,OFFICE SUPPLIES,APPLIANCES,31238,EXPRESS AIR,08/24/2010
SHP_1494,Prod_4,Ord_1081,Cust_416,2853.8835,0.06,27,492.24,7.69,0.58,CHRISTINA VANDERZANDEN,Mysore,Karnataka,India,SMALL BUSINESS,32067,03/12/2012,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,32067,REGULAR AIR,03/13/2012
SHP_1495,Prod_8,Ord_1082,Cust_417,240.63,0.02,31,-117.92,5.53,0.69,JOSEPH AIRDO,Mysore,Karnataka,India,CONSUMER,32198,11/09/2011,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,32198,REGULAR AIR,11/09/2011
